lines	n	af1	af2	beta3	pmin	p80	pmax
1000	500000	0.1	0.01	0.1	4.281817e-06	0.3688792	0.9986363
1000	500000	0.1	0.01	0.2	2.947148e-11	0.004661823	0.7395302
1000	500000	0.1	0.01	0.5	1.483663e-38	2.777156e-19	4.700091e-10
1000	500000	0.1	0.01	1.0	2.856005e-129	1.997744e-90	2.96502e-72
1000	500000	0.1	0.01	2.0	0	0	0
1000	500000	0.1	0.01	5.0	0	0	0
1000	500000	0.1	0.05	0.1	4.674449e-12	0.001090294	0.2244088
1000	500000	0.1	0.05	0.2	7.515786e-32	2.481075e-14	1.080796e-06
1000	500000	0.1	0.05	0.5	1.478985e-149	8.746297e-106	3.272874e-86
1000	500000	0.1	0.05	1.0	0	0	0
1000	500000	0.1	0.05	2.0	0	0	0
1000	500000	0.1	0.05	5.0	0	0	0
1000	500000	0.1	0.1	0.1	1.161701e-22	2.063135e-07	0.004983232
1000	500000	0.1	0.1	0.2	4.36844e-53	1.60898e-31	9.543333e-20
1000	500000	0.1	0.1	0.5	4.075331e-292	1.237601e-232	1.809611e-200
1000	500000	0.1	0.1	1.0	0	0	0
1000	500000	0.1	0.1	2.0	0	0	0
1000	500000	0.1	0.1	5.0	0	0	0
1000	500000	0.2	0.01	0.1	9.532602e-09	0.07025494	0.9637706
1000	500000	0.2	0.01	0.2	5.834774e-20	3.886661e-06	0.03317075
1000	500000	0.2	0.01	0.5	4.52467e-73	2.727035e-43	1.359219e-30
1000	500000	0.2	0.01	1.0	8.930777e-251	2.873677e-199	2.041897e-171
1000	500000	0.2	0.01	2.0	0	0	0
1000	500000	0.2	0.01	5.0	0	0	0
1000	500000	0.2	0.05	0.1	7.020761e-22	7.199426e-08	0.002327774
1000	500000	0.2	0.05	0.2	5.823658e-53	1.275153e-32	3.312007e-21
1000	500000	0.2	0.05	0.5	1.928258e-296	2.825788e-239	2.501981e-210
1000	500000	0.2	0.05	1.0	0	0	0
1000	500000	0.2	0.05	2.0	0	0	0
1000	500000	0.2	0.05	5.0	0	0	0
1000	500000	0.2	0.1	0.1	9.296327e-37	9.188927e-17	5.109122e-10
1000	500000	0.2	0.1	0.2	4.435943e-108	1.221648e-71	9.113556e-57
1000	500000	0.2	0.1	0.5	0	0	0
1000	500000	0.2	0.1	1.0	0	0	0
1000	500000	0.2	0.1	2.0	0	0	0
1000	500000	0.2	0.1	5.0	0	0	0
1000	500000	0.2	0.2	0.1	2.032006e-61	4.326762e-37	5.818977e-26
1000	500000	0.2	0.2	0.2	1.469632e-209	3.424258e-161	3.743706e-134
1000	500000	0.2	0.2	0.5	0	0	0
1000	500000	0.2	0.2	1.0	0	0	0
1000	500000	0.2	0.2	2.0	0	0	0
1000	500000	0.2	0.2	5.0	0	0	0
