pos.dist	dist	count.threshold	p.threshold	count
125	28.258450004467626	123574	0.023418159904260973	5276845
126	28.32953420917719	122395	0.023345127173197783	5242850
127	28.40373150029384	121603	0.023344855091730923	5208985
128	28.478800647175472	117112	0.022629030709143568	5175299
129	28.555096881514125	115240	0.022412554764797508	5141761
130	28.628318343591914	113853	0.02228754858694597	5108368
131	28.7038279982728	112110	0.022089295449794287	5075309
132	28.779092506524588	109012	0.02161918604593512	5042373
133	28.854647056607746	108289	0.021616577187303813	5009535
134	28.92953081052311	104568	0.021010838158999852	4976860
135	29.00772576984829	102045	0.020638900844284654	4944304
136	29.08153759990641	104370	0.021248513550737164	4911873
137	29.1561408659854	104661	0.02144898322216147	4879532
138	29.228416926511876	103744	0.021402249191876537	4847341
139	29.299794963093515	104665	0.02173589347470473	4815307
140	29.371193667024656	103888	0.021718588241590443	4783368
141	29.44166880325489	103291	0.021738133059909875	4751604
142	29.51057214541655	100171	0.021220839643700216	4720407
143	29.57548356759241	97201	0.020727891223193164	4689382
144	29.638036032200784	99104	0.0212739238802071	4658473
145	29.69696481996486	98843	0.021358602735131977	4627784
146	29.753715809920696	97388	0.021184060836634235	4597230
147	29.807591638778455	97819	0.021417581645238284	4567229
148	29.86084537058309	96816	0.02133768714775493	4537324
149	29.914511154725048	99069	0.021978697287033326	4507501
150	29.966701974594276	99535	0.02222851498512553	4477807
151	30.01777511392016	95966	0.021573950117293714	4448235
152	30.070737391572145	96595	0.021859893460317373	4418823
153	30.125448020898517	96398	0.021960733212106356	4389562
154	30.17748110409857	93870	0.021526725749926732	4360626
155	30.232506006805973	93091	0.02149031630293887	4331765
156	30.292190168315905	90211	0.020964714784503433	4302992
157	30.352122697497936	91760	0.02146777739487024	4274313
158	30.4109275355368	90814	0.021389323897730513	4245763
159	30.472145254566655	87053	0.02064182603559472	4217311
160	30.535175494798914	90340	0.02156605768932368	4188990
161	30.59783856408283	85967	0.020661066650067377	4160821
162	30.656091784637248	85410	0.020666341302654587	4132807
163	30.717382809309793	85681	0.020872844011173956	4104903
164	30.781178828392537	84713	0.020777723027627187	4077107
165	30.84468080421256	81497	0.02012507142811282	4049526
166	30.908778258190416	83848	0.020846556979089048	4022151
167	30.97353678974736	85105	0.02130302790607794	3994972
168	31.04197997769917	83234	0.020976802127670835	3967907
169	31.108149051781094	82567	0.0209509227672767	3940972
170	31.175426157879013	80667	0.02060918278370488	3914129
171	31.246258157314124	79197	0.020372915652162506	3887367
172	31.31746506151184	76738	0.01987669085138121	3860703
173	31.387226279874337	76942	0.020067535124446	3834153
174	31.458659965098818	76850	0.020182628495192673	3807730
175	31.530094919753086	80223	0.02121484983954589	3781455
176	31.602517411262518	77859	0.02073313586982427	3755293
177	31.675151517417046	80419	0.021564568881580835	3729219
178	31.74971053801393	78443	0.021182273459064743	3703238
179	31.828040884955197	76679	0.02085144511264088	3677395
180	31.904740666790058	76404	0.020922943791701638	3651685
181	31.98172677429117	73830	0.020360639516573388	3626114
182	32.06109210747588	72211	0.02005492323356094	3600662
183	32.135447018163916	67850	0.018977290462464123	3575326
184	32.208387268156315	65434	0.018431749233113713	3550070
185	32.28064984588813	64716	0.018359669777866038	3524900
186	32.35170080487574	60949	0.017414870743537175	3499825
187	32.41820793319632	60076	0.017288440635950784	3474923
188	32.48871234961347	58511	0.016959056361015648	3450133
189	32.56075555147348	57755	0.016860587999687048	3425444
190	32.63083339588524	54899	0.016142809717501566	3400833
191	32.7061307920684	54177	0.016046206630192943	3376312
192	32.78537787226146	53708	0.01602318451096142	3351893
193	32.86438525721968	53716	0.016142807771483525	3327550
194	32.93847614607412	51684	0.015646205165572656	3303293
195	33.018485392843886	51475	0.015697732573458374	3279136
196	33.103024575692835	48759	0.014979111452588881	3255133
197	33.18985846379172	46389	0.014356265891574587	3231272
198	33.27654157537273	44545	0.013887667800875567	3207522
199	33.365492185602044	43283	0.013594218711672724	3183927
200	33.458088440432505	42398	0.013415271602453845	3160428
201	33.55092973727151	40137	0.012794594119019658	3137028
202	33.643875493600284	40488	0.013003116855588902	3113715
203	33.73765967572772	40248	0.013023287118050881	3090464
204	33.83073390400326	39106	0.012749435736564695	3067273
205	33.92199620483257	39185	0.0128718793863676	3044233
206	34.010162332317336	39757	0.013159035769725977	3021270
207	34.097830548042744	40494	0.013504860469118312	2998476
208	34.177669646366915	38960	0.013092260108528653	2975804
209	34.25696649554374	38369	0.012991828174277202	2953318
210	34.33291602182726	36325	0.012393211965718652	2931040
211	34.40733639995359	36337	0.012491783756727694	2908872
212	34.47950388690529	36035	0.012482463584876249	2886850
213	34.55029294998945	34940	0.012195739170347669	2864935
214	34.62146749761917	37026	0.013022723819492512	2843184
215	34.692724920305984	36818	0.0130481208374074	2821709
216	34.762394894166036	37169	0.013272713573419864	2800407
217	34.82689140418626	38032	0.013684247643432375	2779254
218	34.89046517161957	37303	0.013523620384438719	2758359
219	34.954595290223224	37063	0.013538510767468415	2737598
220	35.014768857550685	38763	0.01426679641723543	2717008
221	35.07044664022676	37790	0.014014255304946339	2696540
222	35.12769999225648	38163	0.014260091696839934	2676210
223	35.184624286516936	39296	0.014795498246762073	2655943
224	35.23950539686308	38589	0.014640309127572032	2635805
225	35.29638119485182	37261	0.01424466135813046	2615787
226	35.35539004296789	36073	0.013896427639995731	2595847
227	35.41066425776469	34588	0.01342704469535073	2575995
228	35.46677980086968	33988	0.013296163954204363	2556226
229	35.52409686776955	33089	0.013044780944346105	2536570
230	35.5804377773005	32387	0.012867287007603884	2517003
231	35.6370115561435	31434	0.012585767920425468	2497583
232	35.69517556676796	32727	0.013205817387114816	2478226
233	35.75523723845042	31919	0.012980669908140176	2458964
234	35.81474183248832	31334	0.01284277175000082	2439816
235	35.87333833431191	30841	0.012739913839005593	2420817
236	35.93312506622473	30595	0.012737652241901733	2401934
237	35.99189349942373	29450	0.012357739133791724	2383122
238	36.04968467902741	29661	0.01254492717335862	2364382
239	36.10665714881733	28409	0.01211091103176146	2345736
240	36.162111142911705	27498	0.01181598212777916	2327187
241	36.21606388512217	27137	0.01175415761581659	2308715
242	36.26672210526568	28230	0.012325632469112786	2290349
243	36.31813330386538	27835	0.012250818958554954	2272093
244	36.3677260319389	27390	0.012151794951880844	2253988
245	36.411686244779084	27019	0.012083804419383462	2235968
246	36.45195538969957	26228	0.011824683779426456	2218072
247	36.49123412487373	26192	0.01190398819054562	2200271
248	36.52926746834124	24950	0.011431419956464389	2182581
249	36.559328429402065	24879	0.01149155050711738	2164982
250	36.586531845662314	24719	0.011510679474212613	2147484
251	36.6131360437073	25154	0.011808508191172584	2130159
252	36.63727204992017	26465	0.012524881755461681	2112994
253	36.65965302475827	25816	0.012316887915174926	2095984
254	36.683912060201585	27192	0.013078735991534798	2079100
255	36.71146113955189	26496	0.012847361456654945	2062369
256	36.73789482924718	27291	0.013340013686577378	2045800
257	36.76307551557289	26534	0.013074607155703818	2029430
258	36.7916498805104	26262	0.013043543043890713	2013410
259	36.82560041330894	26515	0.013272212247276106	1997783
260	36.86181387518168	26004	0.013118101759623548	1982299
261	36.897749810809856	26854	0.013652775955984109	1966926
262	36.94221965139017	27088	0.013879523603593263	1951652
263	36.991699968840955	26490	0.013679487894505276	1936476
264	37.04211180173805	25347	0.013191751135093275	1921428
265	37.092623021361405	25050	0.013139370694954692	1906484
266	37.147210086428665	24604	0.013006785689363871	1891628
267	37.2031773432624	24223	0.012906219846370002	1876847
268	37.25863125037232	23912	0.012841167347605115	1862136
269	37.316116667761705	24247	0.013123959087152247	1847537
270	37.37381061662852	23369	0.012748913131833331	1833019
271	37.43268989350449	23271	0.01279604356956333	1818609
272	37.4911375743199	22629	0.012541761533055626	1804292
273	37.5498419907683	22021	0.012301451192493885	1790114
274	37.60612700280821	22519	0.012678824690573956	1776111
275	37.66627041378813	21993	0.012479742336134225	1762296
276	37.724686644654156	22584	0.012914190169798957	1748774
277	37.785512607511244	22221	0.012803574237510018	1735531
278	37.84289178544813	21395	0.012421758019857395	1722381
279	37.90225074774069	21345	0.01248721004312168	1709349
280	37.96169634620361	20784	0.012251971845930746	1696380
281	38.01933135139892	19692	0.011696955477082176	1683515
282	38.07344091381681	20515	0.012278732923343957	1670775
283	38.12920108722208	19752	0.01191212815307736	1658142
284	38.18530608565984	18903	0.011486981663853106	1645602
285	38.243543393899714	18866	0.011551746202025138	1633173
286	38.30194515389048	18452	0.011384030892108977	1620867
287	38.360347260490045	18732	0.011644307797123485	1608683
288	38.421809621637834	18458	0.01156093259108196	1596584
289	38.48189892692098	17774	0.011216427705977383	1584640
290	38.54278926752658	17025	0.010824582005825246	1572809
291	38.59932961656686	17152	0.010987314494581612	1561073
292	38.65501223470658	18410	0.011881681428951288	1549444
293	38.70780580235914	17335	0.011271864230444113	1537900
294	38.75684698917476	18991	0.012441065276450284	1526477
295	38.80559581523906	19408	0.01280863342018495	1515228
296	38.850605393225145	19536	0.012988731265038333	1504073
297	38.89634624889104	20769	0.01391012567938195	1493085
298	38.939365853288834	20625	0.013914722484774763	1482243
299	38.98724762569999	20143	0.013688911118918805	1471483
300	39.03312993317791	19641	0.01344545523623845	1460791
301	39.08136801165431	19626	0.013533697707422226	1450158
302	39.12819196247765	19052	0.013234296082295482	1439593
303	39.17785843529514	18571	0.012994800960038065	1429110
304	39.22590285913584	18930	0.01334318271208471	1418702
305	39.276021216781274	17557	0.012465989582445797	1408392
306	39.32732720694657	16492	0.011795620772079596	1398146
307	39.38159004923711	16605	0.011963601256520361	1387960
308	39.43863906848133	16029	0.01163350222197062	1377831
309	39.49440989151851	16435	0.012015865182504432	1367775
310	39.55057488080045	17967	0.013232805160256362	1357762
311	39.61381248505212	18340	0.013607158225875859	1347820
312	39.67893220898597	17417	0.01301790007975024	1337927
313	39.73982967731525	18139	0.013657898224224755	1328096
314	39.801470586381946	16345	0.012398016924108511	1318356
315	39.87391526754383	15589	0.01191156603969656	1308728
316	39.94145513948862	15261	0.011746197167704846	1299229
317	40.00793933874703	14149	0.010969875291226193	1289805
318	40.07615029304564	13685	0.010687615486382173	1280454
319	40.14807132177294	12900	0.010147811927218949	1271210
320	40.219245798295866	12903	0.010224012284979189	1262029
321	40.2891962238509	12948	0.01033434165263267	1252910
322	40.35669863824125	12985	0.010439118274365914	1243879
323	40.42770873192124	13155	0.010652598165048465	1234910
324	40.497217176966764	13325	0.010868394952170906	1226032
325	40.56486644589384	13012	0.01068979228350131	1217236
326	40.63364739529166	13503	0.011173078036953986	1208530
327	40.70718087245217	12803	0.010669513425853008	1199961
328	40.77896604518689	12130	0.010179991993641911	1191553
329	40.84587695203662	12881	0.010886164741875098	1183245
330	40.91538373582691	12861	0.01094491713656935	1175066
331	40.98395847210287	13200	0.011311170294810229	1166988
332	41.057926089542214	14210	0.01226078103159675	1158980
333	41.12845792320598	14060	0.012215061535761634	1151038
334	41.19703685571414	12720	0.011126924796159461	1143173
335	41.26457361672886	12901	0.01136235529532788	1135416
336	41.32926308971866	13100	0.011616070256830426	1127748
337	41.393502660141756	12406	0.01107536173920496	1120144
338	41.453288567177744	12652	0.011371194173116814	1112636
339	41.51177928570401	12784	0.011567158101987156	1105198
340	41.56709972765204	11966	0.010899773278157368	1097821
341	41.616548677949964	12451	0.011417279512901866	1090540
342	41.66713053840731	12544	0.011579358390557801	1083307
343	41.71598638905605	12099	0.01124286692642004	1076149
344	41.75840373832355	12251	0.011459760814558788	1069045
345	41.8041856562838	13155	0.012386912339643393	1062008
346	41.84945575497042	12974	0.012297408861830924	1055019
347	41.8998383703517	12979	0.012383620303069047	1048078
348	41.94390930216023	12445	0.011952566224131987	1041199
349	41.99547826235594	11565	0.011180675461680206	1034374
350	42.049566619164416	11798	0.0114809981598095	1027611
351	42.10239108074671	10666	0.010447541898894123	1020910
352	42.15238097849913	10273	0.010128576625891414	1014259
353	42.198897723769576	9952	0.009876445194263882	1007650
354	42.248643515318754	10034	0.010023365209512707	1001061
355	42.30056479243193	9742	0.009795847775220386	994503
356	42.34845714650786	9701	0.009818935231060266	987989
357	42.39886724439654	8907	0.009074534047586543	981538
358	42.44671396176037	8519	0.008736199389214655	975138
359	42.4970817960959	8534	0.008809017527199158	968780
360	42.544655189093646	7925	0.008233800452157724	962496
361	42.58726372339552	7583	0.007929801958869186	956266
362	42.62808523729969	7800	0.008209938657022445	950068
363	42.671285410836745	7726	0.008184764219253371	943949
364	42.71269472376752	8237	0.008782498549933468	937888
365	42.751322679048215	7993	0.008577238607768127	931885
366	42.79155232510125	8372	0.009041769041769041	925925
367	42.83368561859691	8676	0.009430475784677326	919996
368	42.874944260116244	8940	0.009780079487760131	914103
369	42.91795146684638	7952	0.008755356490106184	908244
370	42.95659763194718	8043	0.008912701402894439	902420
371	43.00011748016889	7864	0.008770501493349632	896642
372	43.04519572306014	7046	0.007908758562864304	890911
373	43.0888176693369	6573	0.0074253734715456704	885208
374	43.13336731234326	6678	0.007592130469136364	879595
375	43.173267777534285	5871	0.006716784180834913	874079
376	43.21804294864898	5762	0.006633457168612074	868627
377	43.26721686610245	5396	0.006250955715060216	863228
378	43.311812890450135	4917	0.005731357062262796	857912
379	43.360973610040496	4698	0.005510023128492144	852628
380	43.411933344262685	4744	0.0055983006844465425	847400
381	43.45929899752851	4823	0.005726709048034064	842194
382	43.507420052114	4551	0.005437094099600013	837028
383	43.55748484519875	4692	0.005640161992376405	831891
384	43.607612000252914	4861	0.0058795069971092325	826770
385	43.65529245998556	5258	0.006399209409198894	821664
386	43.7036955621865	4912	0.006015354338904965	816577
387	43.74518329122956	5094	0.006277086416527936	811523
388	43.78513669514631	4924	0.0061051211601218045	806536
389	43.823640101201256	4504	0.005618867618530786	801585
390	43.85825722513751	4647	0.005832759094623243	796707
391	43.89226251118841	4788	0.006046126337269798	791912
392	43.92033894905817	5109	0.006490536698401567	787146
393	43.94730269552424	4628	0.005915080003118581	782407
394	43.97347955413298	4998	0.006426733565731289	777689
395	43.99821938432111	4811	0.006223771157717166	773004
396	44.01898943616535	5370	0.006989047888643773	768345
397	44.042630617881045	5316	0.006960739126791251	763712
398	44.06997758776962	5322	0.007010897057583678	759104
399	44.09854947482137	6930	0.009184695884514047	754516
400	44.12976743847897	7168	0.009557957786575389	749951
401	44.172649135781995	7502	0.010064219432717165	745413
402	44.22124831998512	7533	0.010167322847930161	740903
403	44.27448777849342	6870	0.009328814222164285	736428
404	44.33333972345311	5547	0.00757818978672594	731969
405	44.392757026896824	5615	0.007717788712648102	727540
406	44.45228524334192	5315	0.00734993140985928	723136
407	44.51310567062527	5857	0.008148948928893916	718743
408	44.57386890394672	5512	0.007715889525036046	714370
409	44.637205799638174	5043	0.0071026668450666535	710015
410	44.700426060974756	5433	0.007698957034349847	705680
411	44.76475459074388	4900	0.006986326760483054	701370
412	44.82946424093117	5448	0.00781558210162839	697069
413	44.893797010552454	4952	0.007148002038162132	692781
414	44.95575666209234	4460	0.006477812765067451	688504
415	45.010424149285264	4696	0.006862908435122424	684258
416	45.06112004639565	4363	0.006415987765065734	680020
417	45.110069214859145	4294	0.006353969677329616	675798
418	45.15247098235352	4552	0.006777884323313421	671596
419	45.18398700899953	5087	0.007621864427603525	667422
420	45.220441138236936	5313	0.008010409159577965	663262
421	45.25354948280982	5849	0.0088739127598339	659123
422	45.28451978140116	5608	0.008561583709785518	655019
423	45.312353484256285	5936	0.009119316174188772	650926
424	45.35260387492537	5460	0.008440736291919618	646863
425	45.38917949945281	5289	0.00822766792516229	642831
426	45.42735800376698	4776	0.007476214180387148	638826
427	45.47155670816497	4294	0.006763791818867734	634851
428	45.52174803582649	3578	0.00567129923156907	630896
429	45.567705572822504	3546	0.0056558271288303635	626964
430	45.6113295612105	3173	0.005092623800673452	623058
431	45.656961459102085	3337	0.005389342442081123	619185
432	45.704986339962744	2945	0.004786010872126565	615335
433	45.75411312744578	2653	0.004338405435680237	611515
434	45.800059073158465	3147	0.005178311972316517	607727
435	45.85019350495189	3213	0.005319906351103885	603958
436	45.89787447225148	3280	0.005464872366906199	600197
437	45.95093791694116	3004	0.005036550197840521	596440
438	46.005697021446856	3463	0.0058428126486854935	592694
439	46.06081890984615	3737	0.0063451044047283505	588958
440	46.11261014817041	3959	0.006764792323097007	585236
441	46.17141646104831	3782	0.006503500231285241	581533
442	46.23542387476943	4014	0.0069465475796975295	577841
443	46.29825758013824	3728	0.006492861857745716	574169
444	46.36764705290576	3827	0.006708056679310369	570508
445	46.43583533559764	3588	0.006329683357060825	566853
446	46.51007062497211	3439	0.006106027193926287	563214
447	46.57608791346277	3450	0.006165261165824081	559587
448	46.64517255804604	3280	0.005899556454078788	555974
449	46.70927255541597	3450	0.006245768265704034	552374
450	46.7736238568455	3338	0.006082494515186192	548788
451	46.83869417244485	3151	0.005779403241307968	545212
452	46.89715263529922	3376	0.006232738121612241	541656
453	46.95464745643383	3196	0.005938997060233621	538138
454	47.0145113247895	3401	0.006361242247177561	534644
455	47.069872608596086	3611	0.0067981490057871805	531174
456	47.12249481070227	3472	0.006579184234212895	527725
457	47.17504138348052	3870	0.007381242108555756	524302
458	47.22726406691742	3506	0.006730555107619772	520908
459	47.28143962173267	3057	0.005906915361264779	517529
460	47.33420643618855	3843	0.007474167154506964	514171
461	47.382455472413675	3995	0.007820238267685091	510854
462	47.43546512379835	3856	0.0075968170597402185	507581
463	47.48058966719877	3789	0.007512669823217302	504348
464	47.52472038509742	4204	0.00838877293243885	501146
465	47.564791075893474	3737	0.007503458578378715	498037
466	47.61085246542588	3498	0.007066837983951126	494988
467	47.650962437706625	3606	0.007329745024066606	491968
468	47.69106903555618	3150	0.006442007615884559	488978
469	47.73291422192734	2865	0.0058950132097678205	486004
470	47.774085413754776	2211	0.004577118547577398	483055
471	47.81570621730614	2227	0.00463834644094908	480128
472	47.85513470368112	2445	0.0051232943306400245	477232
473	47.89860014965851	2112	0.004452286540054768	474363
474	47.94113935060383	2440	0.005174951537851377	471502
475	47.97994177695753	2528	0.005394102334314855	468660
476	48.02305401055126	2507	0.00538173387572853	465835
477	48.05909026719945	2637	0.005695242949518162	463018
478	48.09161873005033	2290	0.004975967597542002	460212
479	48.12025568652457	1961	0.004287144687307341	457414
480	48.145946616594244	1958	0.004306798935398016	454630
481	48.16852110031167	1858	0.004111756569847856	451875
482	48.18627466502711	1794	0.003994371365211118	449132
483	48.201966393904335	1839	0.004119540600659933	446409
484	48.21178177748972	1872	0.004219133499965066	443693
485	48.22389999931692	1775	0.004024934183822712	441001
486	48.24066549319412	1698	0.0038738113923819607	438328
487	48.25379060574765	1696	0.003892908296301737	435664
488	48.271397260833425	1666	0.0038475039722129845	433008
489	48.28907571962342	1495	0.0034738520022864687	430358
490	48.316904388195546	1311	0.0030651108092500413	427717
491	48.34190240365357	1581	0.0037192211513353674	425089
492	48.37523840809614	1135	0.002686562218177256	422473
493	48.40920382994954	1711	0.004075051444249676	419872
494	48.458878891687895	1702	0.004078639622713853	417296
495	48.504311479359224	1360	0.0032777086888201214	414924
496	48.55458727019116	1224	0.0029664529075600927	412614
497	48.60200442940072	1597	0.0038920368000974837	410325
498	48.64956323403614	1287	0.00315358472165388	408107
499	48.69832233903091	1470	0.003621528137056363	405906
500	48.75188038496796	1110	0.0027492123878024135	403752
501	48.803204099066846	1233	0.003070180899142192	401605
502	48.860606312883505	1031	0.0025809584843690544	399464
503	48.91618323223305	1198	0.0030150956122556843	397334
504	48.97002399251637	1527	0.0038637197474792203	395215
505	49.015610795740734	1957	0.004978351674628977	393102
506	49.068098894717885	1526	0.0039028632079694116	390995
507	49.11695241619103	1422	0.0036564669580869116	388900
508	49.16231604929413	1481	0.003828664052179443	386819
509	49.202121576609194	1561	0.004057274894019613	384741
510	49.23916248364794	1548	0.0040452926434733074	382667
511	49.272967874529314	1416	0.00372046095880693	380598
512	49.29897557240914	1663	0.004393299359893905	378531
513	49.32093835692398	1505	0.003997566929363922	376479
514	49.344023424855465	1651	0.004409262924000972	374439
515	49.363101322354346	1491	0.004003662639732122	372409
516	49.38304716689997	1337	0.0036097184311629127	370389
517	49.39993970932786	1698	0.004609383271033365	368379
518	49.414427794204066	1772	0.004836495342280304	366381
519	49.42938916372035	1746	0.004791424831435699	364401
520	49.44463008371884	1686	0.004651907116369415	362432
521	49.45919883033784	1659	0.004602363045715697	360467
522	49.47301224931852	1801	0.005023639837659168	358505
523	49.49845635390398	1862	0.005222239673315534	356552
524	49.51838523656676	1846	0.005205762999602377	354607
525	49.54053731836036	1763	0.004998936698093146	352675
526	49.569595926493086	1731	0.00493519526951127	350746
527	49.6012010902018	1617	0.004635522377790774	348828
528	49.63406836438187	1575	0.004539846884656183	346928
529	49.66806153855435	1540	0.004463276508674407	345038
530	49.695777315927636	1258	0.0036659925281360556	343154
531	49.72507853353826	960	0.002812890068740001	341286
532	49.758361687877645	910	0.002680775598461058	339454
533	49.79089618212284	849	0.0025143114370074658	337667
534	49.82183183110266	845	0.0025156895668845937	335892
535	49.86075565625281	1042	0.0031186306757132894	334121
536	49.89350430964618	745	0.0022415385680028643	332361
537	49.92272861094804	914	0.00276456994906416	330612
538	49.957579728782896	591	0.0017970735979177055	328868
539	49.98469998332925	779	0.0023813454143051913	327126
540	50.0151904290581	551	0.0016933525922738868	325390
