F-G	492	11.36637787040892	0.023102394045546586
P-Y	490	14.596142669964738	0.02978804626523416
M-V	488	29.549627390940007	0.060552515145368864
D-E	483	27.200725377136447	0.05631620160897815
Q-Q	483	56.60946887336993	0.11720386930304333
I-M	480	23.2474936994611	0.04843227854054396
F-T	478	15.732765249867038	0.03291373483235782
T-T	470	40.0150316073581	0.0851383651220385
A-Q	469	29.741114242441718	0.06341388964273287
A-E	468	27.624711899540923	0.059027162178506246
D-I	454	16.42789748349286	0.03618479621914727
C-L	454	10.974028189545256	0.024171868258910257
E-W	452	6.668432210024856	0.014753168606249683
K-P	450	12.345427613623889	0.027434283585830863
H-I	443	21.564243312663613	0.048677750141452855
A-D	438	13.953178839005412	0.03185657269179318
M-R	432	23.791471434531786	0.05507285054289765
C-V	420	14.776383190412966	0.03518186473907849
R-W	412	11.645336063895781	0.028265378795863546
D-F	409	10.499512485122766	0.02567117967022681
K-K	408	25.43552913079272	0.06234198316370765
N-P	405	13.891021170688523	0.03429881770540376
P-Q	398	17.3276763744463	0.04353687531267914
G-H	396	15.180026407880753	0.03833340001990089
L-P	394	7.640385225679488	0.01939184067431342
M-Y	385	14.03951444139837	0.0364662712763594
S-W	376	9.202877224661808	0.02447573729963247
F-F	375	4.744183378775818	0.012651155676735516
P-S	371	17.587575393749862	0.04740586359501311
Y-Y	368	8.73093799762237	0.023725374993539047
F-M	366	11.95292680963433	0.0326582699716785
A-H	366	22.17936214116383	0.060599350112469474
F-H	358	12.469002482524722	0.03482961587297408
D-W	350	5.630199145156748	0.016086283271876424
C-R	338	15.508420229794295	0.0458829000881488
E-P	327	12.583689172261167	0.03848222988459073
K-M	322	19.651902841943745	0.06103075416752716
G-G	320	5.179880706978122	0.01618712720930663
E-E	316	16.20867524865407	0.051293276103335665
V-W	312	5.23936882546291	0.01679284879956061
A-M	310	9.983826959939966	0.032205893419161184
W-Y	307	3.847169630332864	0.012531497167208026
C-I	299	10.276535970323538	0.034369685519476716
P-T	293	10.300815722416102	0.03515636765329728
Q-W	291	6.021988928925463	0.020694120030671694
N-W	288	6.164604048296635	0.02140487516769665
M-T	284	19.545779830612926	0.06882316841765114
M-Q	276	21.73038329685469	0.0787332728146909
M-S	275	23.574886527357805	0.08572686009948292
D-D	271	5.616968390914126	0.020726820630679432
T-W	271	6.706370667386909	0.024746755230209996
C-K	269	11.585402587368785	0.04306841110546017
H-H	268	12.86322722537039	0.04799711651257608
P-V	267	10.704745677199726	0.040092680438950284
G-P	267	6.240359261362627	0.023372132065028566
C-S	266	8.937752603605832	0.033600573697766284
I-W	263	4.928392062926118	0.018739133319110715
C-F	258	5.652935608950128	0.02191060313546561
H-P	257	7.331144704846882	0.028525854882672695
M-N	257	12.777196569691853	0.04971671817000721
E-M	253	14.317324577070325	0.05659021571964555
C-T	251	12.237679837269416	0.04875569656282636
F-W	245	5.334826060465435	0.021774800246797694
C-N	245	6.415728355669148	0.026186646349669992
C-Y	243	6.747519649388488	0.027767570573615178
A-A	243	13.331827181843133	0.05486348634503347
I-P	243	4.573426997021254	0.01882068723054014
G-W	236	5.358347004605764	0.022704860189007473
F-P	236	5.18654233082678	0.021976874283164322
P-W	231	2.2093769451546326	0.009564402359976765
A-W	231	5.806435273902079	0.025136083436805536
G-M	229	7.180588715914753	0.03135628260224783
C-G	222	2.7526668996903685	0.012399400449055714
K-W	222	3.0407249432676373	0.013696959203908276
D-M	196	5.084819444410263	0.025942956349031952
D-P	193	3.916351749417483	0.020291977976256387
C-E	192	4.755160157114592	0.024766459151638498
C-Q	191	10.390085372305977	0.05439835273458627
A-P	188	7.270978679471346	0.03867541850782631
A-C	185	5.488503782552839	0.02966758801379913
C-D	177	4.6235246007089135	0.02612160791360968
C-H	177	3.3807417221489775	0.019100235718355806
H-M	176	9.173143350021737	0.05212013267057805
H-W	160	4.025051968213919	0.025156574801336994
M-W	148	1.9429183317779268	0.013127826566067074
C-M	138	4.279210168101629	0.031008769334069774
C-W	111	0.2909813489522248	0.0026214535941641876
M-P	100	5.023935122878798	0.050239351228787976
M-M	97	6.837787600121466	0.07049265567135532
C-P	85	2.0279599572760505	0.02385835243854177
P-P	78	1.4123145027500301	0.01810659618910295
W-W	66	0.08099519879788367	0.0012271999817861162
